"bin","age","income","age_scale","inc_scale","First Name","Last Name","Email"
"30-39",38,59057.6283359296,-0.27663809265203,-0.257892148797376,"Jack","Walker","jackwalker@yahoo.com"
"80-",88,34724.4647914612,2.5767709288867,-1.13360841268267,"Ariana","Cavalcanti","arianacavalcanti@yahoo.com"
"30-39",34,91090.35919494,-0.504910814375129,0.894920691942876,"Gül","Sadiklar","gülsadiklar@gmail.com"
"80-",84,50283.193571595,2.3484982071636,-0.573671690388264,"Oya","Çamdali","oyaçamdali@gmail.com"
"40-49",40,92490.7527993778,-0.162501731790481,0.945318884229136,"Emma","Mackay","emmamackay@gmail.com"
"30-39",39,70736.6319278459,-0.219569912221256,0.16241873156659,"Carol","Cooper","carolcooper@gmail.com"
"60-69",64,59956.5714481026,1.20713459854811,-0.225540453046886,"Solène","Michel","solènemichel@gmail.com"
"50-59",54,43771.8884103492,0.636452794240364,-0.808004386932337,"Eli","Smith","elismith@live.com"
"30-39",35,129021.563212623,-0.447842633944354,2.26001126910243,"Sonia","Rivera","soniarivera@live.com"
"50-59",55,59352.8045785548,0.693520974671139,-0.247269171809322,"Carl","Duncan","carlduncan@gmail.com"
"40-49",49,46972.0551490594,0.351111892086491,-0.692834895916017,"Enni","Laurila","ennilaurila@gmail.com"
"40-49",44,67789.3865916345,0.0657709899326176,0.056351525390797,"Gumersindo","Campos","gumersindocampos@mail.com"
"40-49",44,42780.4636099827,0.0657709899326176,-0.843684368308928,"Norah","Fabre","norahfabre@gmail.com"
"50-59",51,59179.2729816166,0.46524825294804,-0.253514329429664,"Mathys","Gauthier","mathysgauthier@gmail.com"
"40-49",43,49597.5680147558,0.00870280950184294,-0.598346387945047,"Armand","Meyer","armandmeyer@gmail.com"
"20-29",29,52904.2301640516,-0.790251716529002,-0.479344277182901,"Howard","Davies","howarddavies@gmail.com"
"40-49",41,92853.3915124878,-0.105433551359706,0.958369740456872,"Cohen","Zhang","cohenzhang@aol.com"
"60-69",63,63512.3460707753,1.15006641811734,-0.0975731354354883,"Eduardo","Davidson","eduardodavidson@hotmail.com"
"20-29",20,40141.0310603919,-1.30386534040597,-0.938673826086617,"Emily","Singh","emilysingh@yahoo.com"
"40-49",42,48651.6837468987,-0.0483653709289317,-0.632387429735686,"Anael","Teixeira","anaelteixeira@gmail.com"
"60-69",63,72681.5450618316,1.15006641811734,0.23241341434439,"Lilja","Keto","liljaketo@me.com"
"30-39",38,49091.8313883484,-0.27663809265203,-0.616547136408274,"Fortunata","Fogaça","fortunatafogaça@gmail.com"
"50-59",55,94123.0689141636,0.693520974671139,1.0040636408206,"Haydar","Bassa","haydarbassa@gmail.com"
"40-49",40,76026.1573545183,-0.162501731790481,0.352781297285046,"Tobias","Thomsen","tobiasthomsen@msn.com"
"50-59",58,94809.5946422346,0.864725515963463,1.02877073427142,"Vilho","Kallio","vilhokallio@gmail.com"
"70-79",77,56263.2538926824,1.94902094414818,-0.35845774697227,"Ann","Pierce","annpierce@gmail.com"
"70-79",72,64394.76949373,1.66368004199431,-0.0658159600192062,"Ecléia","Fernandes","ecléiafernandes@mail.com"
"50-59",54,55039.2440464776,0.636452794240364,-0.402508136372663,"Anna","Rasmussen","annarasmussen@gmail.com"
"20-29",25,81163.6734273305,-1.0185244382521,0.537673260580813,"Nils","Louis","nilslouis@gmail.com"
"30-39",33,66320.0695814274,-0.561978994805904,0.00347287686282226,"Gustavo","Delgado","gustavodelgado@gmail.com"
"80-",80,37631.0234993565,2.12022548544051,-1.02900546092139,"Erwan","Lacroix","erwanlacroix@mail.com"
"40-49",42,53813.1594418598,-0.0483653709289317,-0.446633193404438,"Clifton","Perry","cliftonperry@live.com"
"30-39",37,120334.583159649,-0.333706273082805,1.94737909932581,"Josilene","Pinto","josilenepinto@gmail.com"
"30-39",32,53441.0113795707,-0.619047175236678,-0.460026277707858,"Carmelo","Ortega","carmeloortega@msn.com"
"50-59",58,39681.5018932942,0.864725515963463,-0.955211633208232,"Edmero","Dias","edmerodias@gmail.com"
"20-29",24,17958.5047269581,-1.07559261868288,-1.73699168758259,"Sedef","Erginsoy","sedeferginsoy@gmail.com"
"20-29",26,87927.3183327347,-0.961456257821326,0.781087308901458,"Silvia","Serrano","silviaserrano@aol.com"
"30-39",30,71085.8068456803,-0.733183536098228,0.174985044776526,"Julian","Peters","julianpeters@gmail.com"
"30-39",32,76753.2306053543,-0.619047175236678,0.378947638937642,"Livio","Picard","liviopicard@gmail.com"
"20-29",28,78743.2454621492,-0.847319896959777,0.450565469158687,"Jeanette","Carpenter","jeanettecarpenter@live.com"
"20-29",20,28645.5178934013,-1.30386534040597,-1.35238114464568,"Brett","Ryan","brettryan@me.com"
"30-39",33,76108.306526314,-0.561978994805904,0.355737730207331,"Topias","Manninen","topiasmanninen@gmail.com"
"40-49",42,92299.3505503763,-0.0483653709289317,0.93843058702567,"Elsa","David","elsadavid@msn.com"
"20-29",29,78166.4704571344,-0.790251716529002,0.429808149561876,"Thomas","Anderson","thomasanderson@mail.com"
"40-49",44,71040.09822452,0.0657709899326176,0.173340055916911,"Thibaut","Rey","thibautrey@yahoo.com"
"20-29",20,22325.1384118546,-1.30386534040597,-1.57984269504387,"Amanda","Mattila","amandamattila@yahoo.com"
"40-49",47,54263.0261950575,0.236975531224942,-0.430443122942102,"Nilda","Barros","nildabarros@gmail.com"
"70-79",79,35630.6167662022,2.06315730500973,-1.10099728012762,"Loan","Lefebvre","loanlefebvre@gmail.com"
"40-49",45,90773.6154817055,0.122839170363392,0.883521532082056,"Sarah","Louis","sarahlouis@gmail.com"
"30-39",33,60656.8264663054,-0.561978994805904,-0.200339261792538,"Mia","Patel","miapatel@live.com"
"30-39",30,89724.9469810276,-0.733183536098228,0.845781430603282,"Vêndel","Souza","vêndelsouza@gmail.com"
"40-49",41,126411.130349665,-0.105433551359706,2.16606546917817,"Line","Boyer","lineboyer@yahoo.com"
"40-49",45,118351.658159606,0.122839170363392,1.87601642305772,"Ruan","Knipping","ruanknipping@live.com"
"50-59",59,94442.1659545328,0.921793696394238,1.01554749360851,"Diego","Santana","diegosantana@gmail.com"
"60-69",69,55658.7700642018,1.49247550070198,-0.380212268076306,"Luke","Johnson","lukejohnson@gmail.com"
"70-79",77,28763.8776861797,1.94902094414818,-1.34812154250489,"Beau","Martin","beaumartin@gmail.com"
"70-79",70,83758.9950366252,1.54954368113276,0.631075227781621,"Toby","White","tobywhite@gmail.com"
"30-39",35,97599.0537433749,-0.447842633944354,1.12915943621095,"Julie","Jørgensen","juliejørgensen@gmail.com"
"40-49",48,99758.8019266951,0.294043711655716,1.20688572965298,"Ina","Witt","inawitt@me.com"
"40-49",41,36120.5074147271,-0.105433551359706,-1.08336680607706,"Julia","Vidal","juliavidal@gmail.com"
"20-29",29,99729.1771842161,-0.790251716529002,1.20581957692052,"Damien","Marie","damienmarie@hotmail.com"
"50-59",52,98163.0779891174,0.522316433378815,1.14945787395086,"Asuncion","Santiago","asuncionsantiago@gmail.com"
"70-79",78,42059.4518412757,2.00608912457896,-0.869632565761986,"Özsu","Önür","özsuönür@yahoo.com"
"20-29",25,39708.8395463414,-1.0185244382521,-0.95422778960129,"Berthe","Voets","berthevoets@yahoo.com"
"20-29",25,99722.5563176666,-1.0185244382521,1.20558130126402,"Thekla","Raes","theklaraes@gmail.com"
"30-39",38,48878.5572625808,-0.27663809265203,-0.624222571633098,"Jinte","Oostindie","jinteoostindie@gmail.com"
"50-59",54,46646.2677234752,0.636452794240364,-0.70455952623924,"Theo","Singh","theosingh@aol.com"
"20-29",20,37267.521668134,-1.30386534040597,-1.04208737955363,"Angie","Hale","angiehale@live.com"
"50-59",53,72395.0173307034,0.57938461380959,0.222101685096996,"Marin","Bernard","marinbernard@verizon.net"
"60-69",65,32166.7664533632,1.26420277897889,-1.22565637137458,"Deniz","Kaya","denizkaya@yahoo.com"
"20-29",26,113626.111342505,-0.961456257821326,1.70595065269769,"Kristin","Lord","kristinlord@yahoo.com"
"30-39",34,108541.153665382,-0.504910814375129,1.52295019199363,"Davut","Abaci","davutabaci@gmail.com"
"40-49",40,68377.0306083934,-0.162501731790481,0.0775000054028684,"Vinzenz","Krieger","vinzenzkrieger@gmail.com"
"70-79",70,37995.8738272933,1.54954368113276,-1.01587501179281,"Mary","Fowler","maryfowler@gmail.com"
"20-29",26,71517.8891407088,-0.961456257821326,0.190535077652516,"Larry","James","larryjames@gmail.com"
"20-29",20,40001.1523935315,-1.30386534040597,-0.943707862179638,"Lincoln","Robinson","lincolnrobinson@gmail.com"
"20-29",25,76025.5411123028,-1.0185244382521,0.352759119596164,"Phoebe","Wright","phoebewright@verizon.net"
"80-",88,36399.201487078,2.5767709288867,-1.0733369991693,"Lise","Lacroix","liselacroix@gmail.com"
"20-29",21,35569.3423520115,-1.2467971599752,-1.10320245994194,"Alexa","Schumacher","alexaschumacher@gmail.com"
"40-49",45,56657.5742985068,0.122839170363392,-0.344266711271909,"Hanno","Röder","hannoröder@gmail.com"
"60-69",60,104962.016873076,0.978861876825012,1.39414210282081,"Tabea","Mayer","tabeamayer@msn.com"
"30-39",37,98294.7592602276,-0.333706273082805,1.1541968973232,"Afet","Akyüz","afetakyüz@gmail.com"
"50-59",54,76337.4596850584,0.636452794240364,0.363984629451091,"Luka","Pierre","lukapierre@aol.com"
"50-59",58,50425.2699215491,0.864725515963463,-0.568558562777837,"Trajano","Costa","trajanocosta@aol.com"
"40-49",46,82579.4778989226,0.179907350794167,0.588626068257831,"Vickie","Moreno","vickiemoreno@verizon.net"
"70-79",74,55143.6986062491,1.77781640285586,-0.398748963971519,"Leroy","Welch","leroywelch@gmail.com"
"30-39",38,114146.394055939,-0.27663809265203,1.72467489433359,"Jesus","Knight","jesusknight@gmail.com"
"30-39",34,85929.1486096801,-0.504910814375129,0.709175996536162,"Gonzalo","Garrido","gonzalogarrido@yahoo.com"
"70-79",71,65426.8908808299,1.60661186156353,-0.0286713658386972,"Victoria","Bouchard","victoriabouchard@gmail.com"
"20-29",21,12858.6547664804,-1.2467971599752,-1.92052810057729,"Finn","Wood","finnwood@verizon.net"
"60-69",64,72838.2171108157,1.20713459854811,0.238051820593576,"Chiara","Blanchard","chiarablanchard@msn.com"
"30-39",32,60277.4268928716,-0.619047175236678,-0.213993317762693,"Ömür","Öztonga","ömüröztonga@live.com"
"20-29",28,92999.02194709,-0.847319896959777,0.963610774565108,"Julian","Brun","julianbrun@yahoo.com"
"20-29",27,60293.2528732744,-0.904388077390552,-0.21342376303113,"Amy","Jones","amyjones@gmail.com"
"20-29",20,22710.4046462218,-1.30386534040597,-1.56597750621445,"Aiden","Wilson","aidenwilson@aol.com"
"30-39",36,103677.877645668,-0.39077445351358,1.34792774172965,"Dionésia","Rodrigues","dionésiarodrigues@comcast.net"
"60-69",68,42985.6175446542,1.43540732027121,-0.836301167318083,"Delores","Silva","deloressilva@gmail.com"
"40-49",49,63739.3027847974,0.351111892086491,-0.0894052831418928,"Mathis","Faure","mathisfaure@gmail.com"
"70-79",72,16084.883687457,1.66368004199431,-1.80442066834994,"Eleanor","Grant","eleanorgrant@live.com"
"30-39",32,89136.0881046336,-0.619047175236678,0.824589229505012,"Guy","Hughes","guyhughes@gmail.com"
"30-39",35,61067.201925396,-0.447842633944354,-0.185570427351086,"Carter","Macdonald","cartermacdonald@verizon.net"
"20-29",20,19614.0139916284,-1.30386534040597,-1.67741224221228,"Vanesa","Lozano","vanesalozano@yahoo.com"
"30-39",35,55225.331638906,-0.447842633944354,-0.395811106169459,"Sander","Olsen","sanderolsen@verizon.net"
"30-39",30,25066.86798976,-0.733183536098228,-1.48117171138161,"Dylan","Cooper","dylancooper@aol.com"
"50-59",54,70734.1015342475,0.636452794240364,0.162327666267,"Claudia","Rubio","claudiarubio@live.com"
"30-39",34,84978.8668496563,-0.504910814375129,0.674976695199713,"Agathe","Mathieu","agathemathieu@live.com"
"40-49",40,96871.3753902181,-0.162501731790481,1.10297131777858,"Brennan","Lambert","brennanlambert@me.com"
"30-39",31,112576.680274512,-0.676115355667453,1.66818310749591,"Charles","Kelly","charleskelly@verizon.net"
"20-29",25,57428.4659975559,-1.0185244382521,-0.316523405420298,"Johnno","Dors","johnnodors@gmail.com"
"20-29",20,28419.9305674907,-1.30386534040597,-1.36049971459099,"Kurt","Crawford","kurtcrawford@live.com"
"60-69",61,58874.6180173262,1.03593005725579,-0.264478432252339,"Victoria","Soler","victoriasoler@gmail.com"
"40-49",45,91102.0638418045,0.122839170363392,0.895341925688481,"Louis","Sutton","louissutton@aol.com"
"60-69",64,83868.838051506,1.20713459854811,0.635028323088342,"Viljami","Wirtanen","viljamiwirtanen@yahoo.com"
"60-69",63,118886.706192736,1.15006641811734,1.89527204774111,"Nêuton","Da Paz","nêutonda paz@gmail.com"
"20-29",22,9176.84770477776,-1.18972897954443,-2.05303114805521,"Bently","Jean-Baptiste","bentlyjean-baptiste@verizon.net"
"40-49",44,72837.9156853753,0.0657709899326176,0.238040972716767,"Gabriel","Scott","gabrielscott@gmail.com"
"50-59",55,27542.0237393156,0.693520974671139,-1.39209434412627,"John","Hernandez","johnhernandez@aol.com"
"70-79",77,52192.8065977311,1.94902094414818,-0.504947408744468,"Solène","Simon","solènesimon@yahoo.com"
"70-79",71,60170.7163820448,1.60661186156353,-0.217833678663066,"Christian","Marin","christianmarin@gmail.com"
"30-39",33,70877.6323745192,-0.561978994805904,0.167493138934183,"Gema","Cortes","gemacortes@comcast.net"
"20-29",28,112458.296378393,-0.847319896959777,1.66392263790986,"Viivi","Tanner","viivitanner@live.com"
"20-29",28,34507.9195634647,-0.847319896959777,-1.14140157026683,"Dale","Robinson","dalerobinson@yahoo.com"
"40-49",47,57797.6404371523,0.236975531224942,-0.303237337606941,"Anni","Lampo","annilampo@gmail.com"
"20-29",24,57114.0771204467,-1.07559261868288,-0.327837818047576,"Seán","Verheij","seánverheij@yahoo.com"
"20-29",26,51373.2512912193,-0.961456257821326,-0.534442049248334,"Louanne","Colin","louannecolin@hotmail.com"
"20-29",20,32220.557034465,-1.30386534040597,-1.22372052416636,"Mia","Kelly","miakelly@verizon.net"
"80-",86,39279.1113182435,2.46263456802515,-0.969693102925972,"Charlie","Roger","charlieroger@verizon.net"
"50-59",51,37434.7133488733,0.46524825294804,-1.03607038658261,"Danielle","Rice","daniellerice@comcast.net"
"20-29",25,97727.0998168329,-1.0185244382521,1.13376763394278,"Mylou","Steeman","mylousteeman@live.com"
"30-39",30,43017.4998575208,-0.733183536098228,-0.83515376780891,"Thea","Evans","theaevans@hotmail.com"
"20-29",27,64271.2822234808,-0.904388077390552,-0.0702600928481497,"Claire","Perrin","claireperrin@hotmail.com"
"40-49",40,84508.0133019229,-0.162501731790481,0.658031339578167,"Antonia","Esteban","antoniaesteban@aol.com"
"60-69",66,71170.913228917,1.32127095940966,0.178047903571052,"Benjamin","Garnier","benjamingarnier@verizon.net"
"30-39",32,39483.6572662159,-0.619047175236678,-0.962331782519609,"Elmer","Murphy","elmermurphy@gmail.com"
"40-49",41,70903.7337855514,-0.105433551359706,0.168432491933208,"Iina","Hanninen","iinahanninen@live.com"
"20-29",21,23567.1567654983,-1.2467971599752,-1.53514420483966,"Väinö","Korpela","väinökorpela@gmail.com"
"40-49",47,58549.9842126171,0.236975531224942,-0.276161545386033,"Akseli","Saarinen","akselisaarinen@yahoo.com"
"20-29",22,20960.1497150006,-1.18972897954443,-1.62896671460138,"Aada","Heinonen","aadaheinonen@yahoo.com"
"50-59",55,61167.3418011838,0.693520974671139,-0.181966534345946,"Ege","Daglaroglu","egedaglaroglu@aol.com"
"40-49",43,109712.336189706,0.00870280950184294,1.56509940052767,"Basile","Lopez","basilelopez@hotmail.com"
"40-49",48,55449.7565649318,0.294043711655716,-0.387734369357869,"Florence","Hunter","florencehunter@aol.com"
"40-49",41,44361.5404113046,-0.105433551359706,-0.786783642398832,"Sarah","Gauthier","sarahgauthier@gmail.com"
"10-19",19,30732.3300069868,-1.36093352083675,-1.27727971756654,"Iida","Kilpela","iidakilpela@msn.com"
"30-39",31,75954.8236065384,-0.676115355667453,0.350214096224003,"Janice","Ray","janiceray@me.com"
"40-49",40,64976.4282769747,-0.162501731790481,-0.0448828801264805,"Ítalo","Araújo","ítaloaraújo@gmail.com"
"30-39",31,58852.7249247055,-0.676115355667453,-0.265266333802404,"Jayden","Knight","jaydenknight@verizon.net"
"40-49",40,41247.4516645526,-0.162501731790481,-0.898855307792,"Susana","Herrero","susanaherrero@yahoo.com"
"60-69",69,59974.4774481182,1.49247550070198,-0.224896041340774,"Kent","Bell","kentbell@gmail.com"
"70-79",78,66285.7522872767,2.00608912457896,0.00223784580878863,"Angel","Peters","angelpeters@mail.com"
"50-59",56,78123.2133667697,0.750589155101914,0.428251387840718,"Vicky","Garza","vickygarza@gmail.com"
"70-79",71,60947.6328128271,1.60661186156353,-0.189873551206871,"Emre","Çevik","emreçevik@yahoo.com"
"70-79",72,46977.6676937879,1.66368004199431,-0.692632908340849,"Adem","Hakyemez","ademhakyemez@verizon.net"
"30-39",35,84423.7599596838,-0.447842633944354,0.654999180526976,"Salazar","Novaes","salazarnovaes@live.com"
"40-49",43,58516.2844489327,0.00870280950184294,-0.277374352388854,"Anne","Mendoza","annemendoza@gmail.com"
"60-69",64,61318.3573152155,1.20713459854811,-0.176531698818092,"Ruby","Jones","rubyjones@gmail.com"
"70-79",70,54025.5421982841,1.54954368113276,-0.438989837306097,"Gordon","Banks","gordonbanks@gmail.com"
"40-49",46,57485.2272280607,0.179907350794167,-0.314480648726522,"Jafeth","Mossel","jafethmossel@me.com"
"40-49",49,70119.5418652868,0.351111892086491,0.140210529863698,"Juanita","Fisher","juanitafisher@verizon.net"
"50-59",57,95947.6890225554,0.807657335532688,1.06972914713303,"Geordy","Feikens","geordyfeikens@yahoo.com"
"80-",87,54942.6915769597,2.51970274845593,-0.405982923681785,"Niklas","Kari","niklaskari@hotmail.com"
"40-49",43,63408.9061127517,0.00870280950184294,-0.101295793749576,"Jenny","Chambers","jennychambers@yahoo.com"
"30-39",37,93792.9321677437,-0.333706273082805,0.992182484569878,"Malone","Hubert","malonehubert@yahoo.com"
"60-69",66,52185.5645406763,1.32127095940966,-0.505208040171832,"Sophie","Rey","sophierey@gmail.com"
"50-59",54,31078.1296968687,0.636452794240364,-1.264834874054,"Eduard","Schramm","eduardschramm@verizon.net"
"30-39",38,28286.0078707463,-0.27663809265203,-1.36531940371312,"Axel","Pierre","axelpierre@gmail.com"
"40-49",49,59867.4291475945,0.351111892086491,-0.2287485588163,"Lucy","Garcia","lucygarcia@live.com"
"70-79",73,41192.7324953227,1.72074822242508,-0.900824573578315,"Mathis","Muller","mathismuller@gmail.com"
"40-49",43,53487.5032135967,0.00870280950184294,-0.458353102120967,"Emil","Fritz","emilfritz@gmail.com"
"30-39",31,86027.4407524737,-0.676115355667453,0.712713392234801,"Fatma","Öymen","fatmaöymen@yahoo.com"
"40-49",40,73169.9402780179,-0.162501731790481,0.249990069892547,"Lily","Evans","lilyevans@gmail.com"
"20-29",26,69531.0884210818,-0.961456257821326,0.119032919698547,"Dwight","Turner","dwightturner@gmail.com"
"40-49",40,95344.3549647528,-0.162501731790481,1.04801600465536,"Storm","Poulsen","stormpoulsen@aol.com"
"60-69",66,46025.6757454522,1.32127095940966,-0.726893756944521,"Albino","Moreira","albinomoreira@gmail.com"
"20-29",24,32708.6659416997,-1.07559261868288,-1.20615417247389,"Pilar","Moya","pilarmoya@yahoo.com"
"10-19",18,28200.7058945652,-1.41800170126752,-1.36838930162208,"Lydia","Simmons","lydiasimmons@gmail.com"
"30-39",31,93500.0034779152,-0.676115355667453,0.981640393839561,"Ahmet","Menemencioglu","ahmetmenemencioglu@verizon.net"
"50-59",56,83820.7874667207,0.750589155101914,0.63329905025833,"Sebastian","Benitez","sebastianbenitez@gmail.com"
"50-59",52,95506.3418146226,0.522316433378815,1.05384568309841,"Holly","May","hollymay@live.com"
"50-59",53,102219.824477016,0.57938461380959,1.29545446298541,"Alba","Moreno","albamoreno@yahoo.com"
"80-",87,55997.4807678323,2.51970274845593,-0.36802254718863,"Maurice","Watson","mauricewatson@gmail.com"
"20-29",28,35690.2956809206,-0.847319896959777,-1.09884952009081,"Madeleine","Moore","madeleinemoore@gmail.com"
"50-59",52,86176.5536109704,0.522316433378815,0.718079753871312,"Esat","Velioglu","esatvelioglu@me.com"
"20-29",28,67131.3666471816,-0.847319896959777,0.0326703149199417,"Inès","Girard","inèsgirard@gmail.com"
"40-49",41,86770.7895646224,-0.105433551359706,0.739465468402325,"Heather","Obrien","heatherobrien@gmail.com"
"20-29",21,48221.2728871721,-1.2467971599752,-0.647877310010671,"Milla","Suomi","millasuomi@gmail.com"
"20-29",21,29285.1581613938,-1.2467971599752,-1.32936139282865,"Oya","Okumus","oyaokumus@msn.com"
"70-79",78,14816.0240395629,2.00608912457896,-1.8500851389075,"Juanita","Watts","juanita.watts@example.com"
"40-49",42,37642.1261846249,-0.0483653709289317,-1.0286058909253,"Aada","Rantala","aadarantala@comcast.net"
"30-39",35,121372.299940705,-0.447842633944354,1.98472506384936,"Henry","Carr","henrycarr@gmail.com"
"40-49",46,86882.8642509878,0.179907350794167,0.743498878420741,"Jesus","Hill","jesushill@gmail.com"
"40-49",45,41269.1420959336,0.122839170363392,-0.898074699734346,"Victor","Renard","victorrenard@gmail.com"
"70-79",72,53586.1824286305,1.66368004199431,-0.454801776237894,"Terrance","Henry","terrancehenry@gmail.com"
"30-39",35,59273.9715950383,-0.447842633944354,-0.250106259788854,"Adem","Limoncuoglu","ademlimoncuoglu@live.com"
"40-49",46,65182.4932409123,0.179907350794167,-0.0374668924762387,"Donald","Boyd","donaldboyd@comcast.net"
"80-",88,82672.3637041257,2.5767709288867,0.591968897485596,"Leon","Crawford","leoncrawford@live.com"
"50-59",58,82662.6195459567,0.864725515963463,0.591618218965277,"Eddie","Rivera","eddierivera@gmail.com"
"20-29",27,47870.7888894862,-0.904388077390552,-0.660490735159611,"Calvin","Roberts","calvinroberts@aol.com"
"20-29",28,111124.934775301,-0.847319896959777,1.61593683288562,"Arron","Terry","arronterry@gmail.com"
"60-69",68,55620.1311243518,1.43540732027121,-0.381602829068678,"Enni","Walli","enniwalli@gmail.com"
"50-59",55,92804.8496864502,0.693520974671139,0.956622788546483,"Monica","Benitez","monicabenitez@gmail.com"
"30-39",33,73780.0906973031,-0.561978994805904,0.271948523613866,"Niilo","Neva","niiloneva@gmail.com"
"30-39",36,76101.5650198245,-0.39077445351358,0.355495112889399,"Lucy","Hughes","lucyhughes@gmail.com"
"20-29",28,88969.8810616445,-0.847319896959777,0.818607672258999,"Garance","Lacroix","garancelacroix@yahoo.com"
"40-49",41,63316.7643959355,-0.105433551359706,-0.104611844284921,"Amanda","Lehtinen","amandalehtinen@gmail.com"
"60-69",67,74268.9129193402,1.37833913984043,0.289540546500827,"Thomas","Gautier","thomasgautier@yahoo.com"
"70-79",70,52584.2701658234,1.54954368113276,-0.49085918660802,"Nathanaël","Fournier","nathanaëlfournier@comcast.net"
"30-39",37,113108.212266049,-0.333706273082805,1.68731219479743,"Yolanda","Moya","yolandamoya@live.com"
"20-29",20,35859.3379149597,-1.30386534040597,-1.09276592831446,"Grace","Walker","gracewalker@me.com"
"30-39",36,82513.4653090353,-0.39077445351358,0.586250368177574,"Aloïs","Andre","aloïsandre@aol.com"
"80-",86,59823.3431583951,2.46263456802515,-0.230335151438374,"Safak","Hofmeijer","safakhofmeijer@live.com"
"40-49",40,76058.6539542207,-0.162501731790481,0.353950804111742,"Noah","Brady","noahbrady@gmail.com"
"80-",81,28300.1667760446,2.17729366587128,-1.36480984466521,"Lily","Anderson","lilyanderson@gmail.com"
"30-39",36,85356.4158089122,-0.39077445351358,0.688564150173627,"William","White","williamwhite@verizon.net"
"60-69",64,61638.7752159945,1.20713459854811,-0.16500031012548,"Elli","Kalm","ellikalm@gmail.com"
"40-49",40,102387.245651902,-0.162501731790481,1.30147971512735,"Steve","Berry","steveberry@gmail.com"
"30-39",35,58328.1871405953,-0.447842633944354,-0.284143709435384,"Mel","Ramos","melramos@live.com"
"70-79",77,43911.1779234857,1.94902094414818,-0.80299155365156,"Onni","Rantanen","onnirantanen@gmail.com"
"40-49",40,64036.4849546959,-0.162501731790481,-0.0787101156581728,"Hendrik","Hahn","hendrikhahn@gmail.com"
"20-29",29,132755.142905512,-0.790251716529002,2.39437754061496,"Marie","Simmmons","mariesimmmons@gmail.com"
"20-29",28,79610.964271221,-0.847319896959777,0.481793446244144,"Isabella","Olsen","isabellaolsen@mail.com"
"50-59",50,80597.1634109346,0.408180072517266,0.517285363458222,"Léane","Lopez","léanelopez@yahoo.com"
"50-59",56,65399.7235068585,0.750589155101914,-0.0296490813416704,"Styn","Çetinkaya","stynçetinkaya@live.com"
"40-49",46,86994.8616929525,0.179907350794167,0.747529508522035,"Lison","Hubert","lisonhubert@aol.com"
"70-79",75,25154.5215233087,1.83488458328663,-1.47801718423699,"Cathy","Garrett","cathygarrett@mail.com"
"30-39",34,83709.902661507,-0.504910814375129,0.629308462385695,"Michelle","Koch","michellekoch@gmail.com"
"20-29",28,53641.2742562588,-0.847319896959777,-0.452819099000998,"Timothe","Thomas","timothethomas@gmail.com"
"30-39",35,104390.084943898,-0.447842633944354,1.37355907869815,"Silvia","Hernandez","silviahernandez@verizon.net"
"30-39",39,94960.0222932875,-0.219569912221256,1.03418441343913,"Gonca","Numanoglu","goncanumanoglu@gmail.com"
"60-69",68,42943.4152035234,1.43540732027121,-0.837819970100744,"Laly","Dupuis","lalydupuis@yahoo.com"
"50-59",50,74310.1801355033,0.408180072517266,0.291025695453746,"Stephen","Powell","stephenpowell@yahoo.com"
"20-29",28,99656.1268560811,-0.847319896959777,1.20319059855883,"Ahmet","Demirbas","ahmetdemirbas@gmail.com"
"30-39",33,77234.3331586041,-0.561978994805904,0.396261841824071,"Aurora","Ferrer","auroraferrer@gmail.com"
"20-29",27,62955.488136225,-0.904388077390552,-0.117613667734879,"Hilla","Ylitalo","hillaylitalo@gmail.com"
"60-69",62,70826.7541867839,1.09299823768656,0.165662104658866,"Soren","Fernandez","sorenfernandez@gmail.com"
"20-29",27,103958.970356666,-0.904388077390552,1.35804387226199,"Emmi","Wirtanen","emmiwirtanen@yahoo.com"
"30-39",32,65192.0370523265,-0.619047175236678,-0.0371234241532811,"Baris","Özbir","barisözbir@yahoo.com"
"40-49",47,106161.880612705,0.236975531224942,1.437323507874,"Noah","Wang","noahwang@gmail.com"
"30-39",30,92485.6165098021,-0.733183536098228,0.945134036405742,"Diego","Henry","diegohenry@gmail.com"
"60-69",67,28566.4247515998,1.37833913984043,-1.35522759535526,"Alex","Sanz","alexsanz@gmail.com"
"60-69",66,35545.5019597544,1.32127095940966,-1.10406044206164,"William","Wright","williamwright@live.com"
"60-69",61,111496.378634765,1.03593005725579,1.62930457392178,"Alexander","Wong","alexanderwong@gmail.com"
"60-69",69,55752.6545605499,1.49247550070198,-0.376833497361662,"Vittorio","Wingelaar","vittoriowingelaar@verizon.net"
"40-49",46,42833.0325556766,0.179907350794167,-0.841792486037421,"Patricia","Lopez","patricialopez@yahoo.com"
"30-39",33,144895.256705097,-0.561978994805904,2.83128312752257,"Maëly","Rey","maëlyrey@gmail.com"
"30-39",39,69442.3664570852,-0.219569912221256,0.115839941247813,"Maël","Adam","maëladam@yahoo.com"
"50-59",55,46432.5306978276,0.693520974671139,-0.712251620578392,"Aventino","Da Luz","aventinoda luz@me.com"
"20-29",20,16760.6853760128,-1.30386534040597,-1.78009951796816,"Anthony","Campbell","anthonycampbell@gmail.com"
"30-39",36,85673.9646268353,-0.39077445351358,0.699992284617577,"Ethan","Lavoie","ethanlavoie@yahoo.com"
